catchment_id Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa) pet(mm/day)
02055100 2011 8 3 12 43200 0.000 233.250 0 33.093 20.392 1878.041 2.311
02055100 2011 8 4 12 43200 1.300 278.000 0 33.250 22.758 2268.697 2.163
02055100 2011 8 5 12 43200 11.800 212.125 0 32.875 21.950 2512.631 2.177
02055100 2011 8 6 12 43200 13.200 265.500 0 32.097 21.777 2561.003 2.093
02055100 2011 8 7 12 43200 2.460 229.625 0 35.350 21.408 2391.905 2.514
02055100 2011 8 8 12 43200 -0.000 286.500 0 36.650 21.062 2087.108 2.687
02055100 2011 8 9 12 43200 15.000 260.375 0 31.850 20.699 2292.279 2.142
02055100 2011 8 10 12 43200 115.940 30.500 0 23.050 20.426 2475.794 0.928
02056900 2011 8 1 12 43200 0.049 330.327 0 32.692 19.167 1938.456 2.375
02056900 2011 8 2 12 43200 0.000 295.125 0 32.412 20.284 1784.693 2.271
02056900 2011 8 3 12 43200 0.001 265.496 0 32.586 21.440 1991.025 2.211
02056900 2011 8 4 12 43200 0.016 303.455 0 34.862 22.835 2244.634 2.396
02056900 2011 8 5 12 43200 2.581 281.454 0 34.232 22.523 2474.121 2.339
02056900 2011 8 6 12 43200 12.177 230.309 0 30.349 22.253 2649.399 1.853
02056900 2011 8 7 12 43200 18.370 229.617 0 34.936 21.495 2540.141 2.496
02056900 2011 8 8 12 43200 0.009 279.600 0 36.103 21.751 2196.650 2.621
02056900 2011 8 9 12 43200 9.518 274.037 0 31.696 20.696 2418.331 2.155
02056900 2011 8 10 12 43200 113.362 76.737 0 24.172 21.218 2635.094 1.024
02059500 2011 8 1 12 43200 1.126 331.132 0 34.066 19.587 2041.178 2.497
02059500 2011 8 2 12 43200 0.000 280.624 0 33.183 20.351 1879.224 2.347
02059500 2011 8 3 12 43200 0.000 249.422 0 33.708 20.918 1997.600 2.373
02059500 2011 8 4 12 43200 0.000 288.043 0 35.536 23.700 2324.074 2.405
02059500 2011 8 5 12 43200 4.394 255.672 0 33.890 22.631 2606.751 2.276
02059500 2011 8 6 12 43200 22.410 256.069 0 32.615 22.091 2757.969 2.155
02059500 2011 8 7 12 43200 11.715 252.256 0 35.997 21.788 2640.006 2.593
02059500 2011 8 8 12 43200 -0.000 293.162 0 36.155 22.048 2217.302 2.596
02059500 2011 8 9 12 43200 2.822 289.156 0 32.474 21.008 2361.110 2.217
02059500 2011 8 10 12 43200 125.190 62.861 0 23.741 20.473 2622.662 1.056
02064000 2011 8 1 12 43200 0.307 331.985 0 34.415 20.252 2221.532 2.503
02064000 2011 8 2 12 43200 0.000 298.745 0 34.933 21.287 1986.455 2.501
02064000 2011 8 3 12 43200 0.000 261.496 0 34.274 21.914 2107.879 2.380
02064000 2011 8 4 12 43200 0.000 260.315 0 36.643 24.630 2419.177 2.482
02064000 2011 8 5 12 43200 2.782 235.220 0 35.052 23.043 2818.575 2.397
02064000 2011 8 6 12 43200 14.020 241.343 0 32.006 22.189 2868.825 2.073
02064000 2011 8 7 12 43200 50.709 268.844 0 31.402 23.201 2996.842 1.904
02064000 2011 8 8 12 43200 1.940 289.653 0 37.315 22.491 2517.117 2.714
02064000 2011 8 9 12 43200 0.964 274.917 0 32.243 21.539 2469.872 2.154
02064000 2011 8 10 12 43200 66.219 70.931 0 24.707 21.468 2727.618 1.080
02065500 2011 8 1 12 43200 0.365 330.482 0 33.730 20.320 2269.337 2.423
02065500 2011 8 2 12 43200 0.000 296.682 0 34.811 21.204 2048.272 2.497
02065500 2011 8 3 12 43200 0.000 268.391 0 34.058 22.162 2109.203 2.340
02065500 2011 8 4 12 43200 0.000 251.007 0 35.647 24.406 2440.041 2.374
02065500 2011 8 5 12 43200 3.790 230.862 0 35.032 22.968 2860.235 2.404
02065500 2011 8 6 12 43200 22.058 232.634 0 32.462 21.938 2877.878 2.155
02065500 2011 8 7 12 43200 63.270 248.080 0 31.054 23.117 3011.507 1.867
02065500 2011 8 8 12 43200 1.261 286.035 0 36.915 22.789 2596.251 2.651
02065500 2011 8 9 12 43200 1.661 274.839 0 32.664 21.134 2481.117 2.240
02065500 2011 8 10 12 43200 67.581 66.900 0 25.739 21.896 2775.415 1.201
02069700 2011 8 1 12 43200 0.000 330.155 0 32.332 18.857 1956.069 2.395
02069700 2011 8 2 12 43200 0.000 300.889 0 32.492 20.400 1834.105 2.316
02069700 2011 8 3 12 43200 0.001 284.185 0 33.508 21.708 1974.130 2.350
02069700 2011 8 4 12 43200 0.056 310.937 0 35.062 22.330 2140.624 2.502
02069700 2011 8 5 12 43200 0.001 307.757 0 35.150 22.775 2365.045 2.482
02069700 2011 8 6 12 43200 14.200 196.473 0 30.599 21.627 2650.980 1.979
02069700 2011 8 7 12 43200 47.621 207.160 0 30.479 22.091 2683.204 1.921
02069700 2011 8 8 12 43200 -0.000 242.680 0 35.497 22.332 2338.759 2.557
02069700 2011 8 9 12 43200 16.742 283.483 0 31.004 21.626 2466.615 2.033
02069700 2011 8 10 12 43200 82.979 98.433 0 27.126 21.932 2673.680 1.449
02070000 2011 8 1 12 43200 0.000 331.233 0 32.499 19.112 2004.022 2.400
02070000 2011 8 2 12 43200 0.000 301.485 0 32.934 20.709 1852.395 2.349
02070000 2011 8 3 12 43200 0.000 278.467 0 33.674 22.110 2001.457 2.342
02070000 2011 8 4 12 43200 0.025 310.510 0 35.519 22.776 2176.396 2.529
02070000 2011 8 5 12 43200 -0.000 305.003 0 35.501 23.203 2418.912 2.496
02070000 2011 8 6 12 43200 14.140 206.802 0 31.320 22.045 2711.164 2.040
02070000 2011 8 7 12 43200 42.475 221.167 0 31.181 22.380 2693.745 1.991
02070000 2011 8 8 12 43200 -0.000 250.124 0 36.336 22.567 2343.341 2.647
02070000 2011 8 9 12 43200 12.336 283.480 0 31.852 21.601 2479.846 2.146
02070000 2011 8 10 12 43200 98.348 100.983 0 26.849 22.138 2723.022 1.379
02074500 2011 8 1 12 43200 0.000 332.617 0 33.206 19.997 2175.018 2.424
02074500 2011 8 2 12 43200 0.000 311.021 0 34.022 21.319 1930.441 2.437
02074500 2011 8 3 12 43200 0.000 289.645 0 34.281 22.227 2049.922 2.406
02074500 2011 8 4 12 43200 0.000 309.678 0 37.080 23.622 2249.102 2.663
02074500 2011 8 5 12 43200 0.400 283.767 0 35.792 24.304 2587.539 2.445
02074500 2011 8 6 12 43200 16.845 218.543 0 33.602 22.912 2851.149 2.266
02074500 2011 8 7 12 43200 34.992 260.928 0 33.455 23.363 2840.671 2.209
02074500 2011 8 8 12 43200 0.352 247.044 0 37.556 23.176 2449.720 2.754
02074500 2011 8 9 12 43200 3.667 277.531 0 33.442 22.178 2538.929 2.302
02074500 2011 8 10 12 43200 133.080 109.918 0 26.777 22.663 2835.171 1.293
02077200 2011 8 1 12 43200 0.009 331.000 0 31.747 20.882 2435.504 2.203
02077200 2011 8 2 12 43200 0.000 315.588 0 34.014 21.882 2111.738 2.418
02077200 2011 8 3 12 43200 0.000 303.005 0 33.005 22.104 2132.588 2.271
02077200 2011 8 4 12 43200 0.000 316.986 0 35.569 23.771 2315.931 2.478
02077200 2011 8 5 12 43200 0.403 260.633 0 35.088 24.376 2551.756 2.365
02077200 2011 8 6 12 43200 2.946 281.381 0 34.412 23.564 2826.938 2.340
02077200 2011 8 7 12 43200 25.662 231.120 0 32.620 23.875 3017.741 2.067
02077200 2011 8 8 12 43200 0.294 252.939 0 35.253 24.437 2723.042 2.382
02077200 2011 8 9 12 43200 3.462 270.370 0 32.504 22.462 2690.977 2.176
02077200 2011 8 10 12 43200 80.401 124.845 0 29.830 23.356 2900.768 1.712
02081500 2011 8 1 12 43200 0.010 317.649 0 31.501 21.874 2495.846 2.108
02081500 2011 8 2 12 43200 0.000 306.704 0 33.976 21.570 2268.522 2.454
02081500 2011 8 3 12 43200 0.000 296.962 0 33.747 22.517 2229.397 2.354
02081500 2011 8 4 12 43200 0.000 303.766 0 35.468 23.979 2398.360 2.468
02081500 2011 8 5 12 43200 0.367 269.052 0 36.209 24.662 2636.216 2.512
02081500 2011 8 6 12 43200 7.987 268.556 0 33.679 23.498 2899.258 2.265
02081500 2011 8 7 12 43200 36.776 201.816 0 32.520 23.354 3010.699 2.117
02081500 2011 8 8 12 43200 2.020 281.563 0 35.035 23.772 2828.803 2.426
02081500 2011 8 9 12 43200 2.402 254.490 0 33.417 22.720 2751.836 2.294
02081500 2011 8 10 12 43200 42.442 162.027 0 28.392 23.485 2939.401 1.479
02082950 2011 8 1 12 43200 0.016 293.746 0 31.938 21.553 2520.669 2.193
02082950 2011 8 2 12 43200 0.000 284.159 0 34.901 22.063 2339.676 2.538
02082950 2011 8 3 12 43200 0.000 258.329 0 32.592 22.698 2214.892 2.186
02082950 2011 8 4 12 43200 0.000 269.345 0 35.925 24.875 2517.493 2.457
02082950 2011 8 5 12 43200 0.011 273.549 0 35.371 24.884 2725.392 2.379
02082950 2011 8 6 12 43200 6.693 241.507 0 33.997 24.247 2947.393 2.244
02082950 2011 8 7 12 43200 17.560 250.805 0 33.870 23.967 2944.804 2.251
02082950 2011 8 8 12 43200 6.426 244.657 0 35.376 23.698 2968.705 2.479
02082950 2011 8 9 12 43200 7.831 248.979 0 32.681 23.131 2870.735 2.161
02082950 2011 8 10 12 43200 30.067 153.453 0 27.782 23.188 2939.454 1.416
02092500 2011 8 1 12 43200 71.690 292.783 0 29.814 22.787 2854.646 1.862
02092500 2011 8 2 12 43200 -0.000 319.081 0 33.229 21.158 2611.998 2.492
02092500 2011 8 3 12 43200 0.000 321.267 0 33.618 23.260 2525.109 2.375
02092500 2011 8 4 12 43200 0.000 321.989 0 35.464 25.367 2714.541 2.450
02092500 2011 8 5 12 43200 0.173 283.646 0 35.195 25.047 2878.336 2.440
02092500 2011 8 6 12 43200 4.517 271.749 0 35.939 24.081 2986.085 2.631
02092500 2011 8 7 12 43200 5.257 302.373 0 35.102 23.611 2873.016 2.553
02092500 2011 8 8 12 43200 21.955 248.362 0 33.439 24.677 3069.964 2.215
02092500 2011 8 9 12 43200 11.747 285.282 0 34.645 23.851 3008.220 2.469
02092500 2011 8 10 12 43200 49.258 194.434 0 29.623 24.567 3124.464 1.609
02096846 2011 8 1 12 43200 0.010 331.125 0 31.183 20.969 2465.262 2.157
02096846 2011 8 2 12 43200 0.000 318.750 0 33.578 21.595 2228.664 2.421
02096846 2011 8 3 12 43200 0.000 305.375 0 33.460 22.192 2186.767 2.360
02096846 2011 8 4 12 43200 0.000 318.375 0 35.373 23.358 2307.004 2.523
02096846 2011 8 5 12 43200 0.000 311.500 0 36.050 24.150 2482.952 2.552
02096846 2011 8 6 12 43200 0.600 267.250 0 34.450 23.677 2810.147 2.373
02096846 2011 8 7 12 43200 27.660 226.625 0 32.533 23.808 3003.519 2.093
02096846 2011 8 8 12 43200 0.100 282.125 0 35.350 24.262 2797.791 2.448
02096846 2011 8 9 12 43200 15.000 288.625 0 32.050 22.899 2761.340 2.110
02096846 2011 8 10 12 43200 48.050 133.375 0 29.982 23.526 2944.434 1.743
02102908 2011 8 1 12 43200 0.240 316.875 0 32.483 22.550 2558.096 2.267
02102908 2011 8 2 12 43200 -0.000 274.000 0 35.350 22.695 2327.986 2.648
02102908 2011 8 3 12 43200 0.000 321.875 0 35.860 23.992 2173.182 2.616
02102908 2011 8 4 12 43200 0.000 320.750 0 37.350 25.358 2346.603 2.712
02102908 2011 8 5 12 43200 0.000 319.500 0 36.650 25.250 2501.689 2.622
02102908 2011 8 6 12 43200 1.500 285.875 0 36.197 23.977 2746.849 2.664
02102908 2011 8 7 12 43200 6.730 245.250 0 34.633 24.008 2874.244 2.443
02102908 2011 8 8 12 43200 5.400 247.125 0 36.350 24.662 2812.258 2.629
02102908 2011 8 9 12 43200 4.200 205.125 0 36.450 24.599 2779.014 2.649
02102908 2011 8 10 12 43200 34.100 202.125 0 29.921 24.026 2989.143 1.725
02108000 2011 8 1 12 43200 34.671 270.296 0 29.340 23.071 2840.284 1.770
02108000 2011 8 2 12 43200 0.006 310.780 0 33.481 21.489 2549.923 2.522
02108000 2011 8 3 12 43200 -0.000 324.016 0 33.847 23.467 2472.375 2.410
02108000 2011 8 4 12 43200 0.000 322.301 0 35.682 24.831 2648.211 2.552
02108000 2011 8 5 12 43200 0.006 294.407 0 35.327 25.208 2845.322 2.465
02108000 2011 8 6 12 43200 1.569 283.723 0 35.446 24.385 2919.871 2.558
02108000 2011 8 7 12 43200 4.330 291.223 0 35.117 23.947 2875.587 2.549
02108000 2011 8 8 12 43200 25.870 263.028 0 34.253 24.587 3072.620 2.365
02108000 2011 8 9 12 43200 11.665 272.174 0 34.625 23.980 2977.998 2.476
02108000 2011 8 10 12 43200 55.609 209.260 0 30.371 24.585 3075.609 1.751
02111180 2011 8 1 12 43200 1.068 333.712 0 30.549 17.815 1871.375 2.293
02111180 2011 8 2 12 43200 0.000 310.961 0 31.342 19.293 1680.081 2.294
02111180 2011 8 3 12 43200 0.000 325.672 0 32.258 20.256 1945.282 2.341
02111180 2011 8 4 12 43200 0.000 312.869 0 32.980 20.556 1992.995 2.411
02111180 2011 8 5 12 43200 5.342 286.767 0 31.872 21.382 2240.846 2.208
02111180 2011 8 6 12 43200 28.747 291.230 0 28.792 20.109 2501.472 1.906
02111180 2011 8 7 12 43200 22.161 282.985 0 29.745 20.240 2520.123 2.021
02111180 2011 8 8 12 43200 16.611 137.926 0 27.181 20.893 2455.763 1.606
02111180 2011 8 9 12 43200 20.310 266.646 0 30.012 20.298 2241.810 2.051
02111180 2011 8 10 12 43200 94.778 215.288 0 26.646 20.458 2583.945 1.574
02111500 2011 8 1 12 43200 0.602 334.002 0 31.478 18.247 1886.947 2.368
02111500 2011 8 2 12 43200 0.000 307.383 0 32.273 19.792 1707.770 2.365
02111500 2011 8 3 12 43200 0.000 324.379 0 32.856 20.688 1964.456 2.377
02111500 2011 8 4 12 43200 0.000 310.132 0 33.544 21.354 2028.449 2.416
02111500 2011 8 5 12 43200 2.217 299.809 0 32.969 21.747 2208.461 2.314
02111500 2011 8 6 12 43200 27.712 293.200 0 29.689 20.774 2570.452 1.961
02111500 2011 8 7 12 43200 34.437 286.869 0 30.925 20.706 2604.826 2.129
02111500 2011 8 8 12 43200 10.026 121.965 0 26.961 21.558 2448.258 1.491
02111500 2011 8 9 12 43200 15.516 275.276 0 29.645 21.195 2312.767 1.918
02111500 2011 8 10 12 43200 83.946 194.994 0 26.978 20.725 2617.576 1.588
02112120 2011 8 1 12 43200 0.159 333.518 0 31.705 18.337 1899.570 2.382
02112120 2011 8 2 12 43200 0.000 303.813 0 32.296 19.724 1749.349 2.366
02112120 2011 8 3 12 43200 0.000 322.173 0 32.967 20.573 1970.480 2.392
02112120 2011 8 4 12 43200 0.000 309.972 0 33.620 21.265 2051.403 2.425
02112120 2011 8 5 12 43200 1.782 302.542 0 33.288 21.679 2215.089 2.353
02112120 2011 8 6 12 43200 23.511 279.597 0 30.064 21.049 2557.190 1.982
02112120 2011 8 7 12 43200 41.422 268.668 0 31.218 21.019 2603.158 2.136
02112120 2011 8 8 12 43200 7.395 153.384 0 27.628 21.687 2439.932 1.574
02112120 2011 8 9 12 43200 15.453 283.253 0 29.662 21.230 2368.139 1.912
02112120 2011 8 10 12 43200 72.689 176.031 0 26.948 20.747 2615.611 1.576
02112360 2011 8 1 12 43200 0.000 332.764 0 31.739 18.412 1903.063 2.376
02112360 2011 8 2 12 43200 0.000 301.536 0 32.118 19.576 1787.001 2.348
02112360 2011 8 3 12 43200 0.000 318.829 0 33.119 20.408 1957.758 2.416
02112360 2011 8 4 12 43200 0.000 309.722 0 33.829 21.044 2066.833 2.461
02112360 2011 8 5 12 43200 0.843 303.728 0 33.487 21.646 2235.994 2.376
02112360 2011 8 6 12 43200 24.526 258.074 0 29.616 21.329 2573.548 1.892
02112360 2011 8 7 12 43200 54.352 247.385 0 31.103 21.192 2624.505 2.103
02112360 2011 8 8 12 43200 4.340 184.914 0 29.371 21.682 2420.198 1.825
02112360 2011 8 9 12 43200 16.431 291.667 0 29.206 21.238 2401.154 1.844
02112360 2011 8 10 12 43200 68.865 155.181 0 27.146 20.830 2599.075 1.593
02118500 2011 8 1 12 43200 0.157 330.072 0 33.199 19.714 2089.914 2.500
02118500 2011 8 2 12 43200 0.000 303.129 0 34.492 20.643 1874.279 2.600
02118500 2011 8 3 12 43200 0.000 321.676 0 33.977 21.564 2106.595 2.473
02118500 2011 8 4 12 43200 0.000 311.017 0 35.161 22.495 2142.036 2.559
02118500 2011 8 5 12 43200 0.030 317.177 0 35.704 22.906 2264.785 2.599
02118500 2011 8 6 12 43200 5.520 288.418 0 34.204 22.359 2561.954 2.444
02118500 2011 8 7 12 43200 17.481 267.759 0 34.160 22.442 2687.214 2.432
02118500 2011 8 8 12 43200 2.496 173.424 0 31.153 22.795 2521.469 1.992
02118500 2011 8 9 12 43200 3.572 236.363 0 34.029 22.205 2410.376 2.433
02118500 2011 8 10 12 43200 69.703 211.026 0 29.346 22.394 2830.021 1.770
02125000 2011 8 1 12 43200 0.171 309.639 0 32.410 21.015 2388.807 2.370
02125000 2011 8 2 12 43200 0.000 298.971 0 33.895 21.478 2067.683 2.531
02125000 2011 8 3 12 43200 0.000 314.513 0 34.863 22.539 2068.377 2.580
02125000 2011 8 4 12 43200 0.000 320.758 0 36.402 23.939 2202.807 2.680
02125000 2011 8 5 12 43200 0.000 318.276 0 37.207 23.723 2209.702 2.806
02125000 2011 8 6 12 43200 1.084 284.357 0 35.886 23.850 2616.368 2.617
02125000 2011 8 7 12 43200 10.557 233.838 0 35.190 24.129 2803.214 2.497
02125000 2011 8 8 12 43200 6.485 221.704 0 35.733 24.058 2695.157 2.579
02125000 2011 8 9 12 43200 0.120 243.215 0 36.089 23.640 2618.623 2.661
02125000 2011 8 10 12 43200 80.238 260.990 0 30.735 23.812 2977.234 1.872
02128000 2011 8 1 12 43200 0.000 318.986 0 32.000 20.952 2404.517 2.316
02128000 2011 8 2 12 43200 0.000 308.798 0 34.929 21.462 2121.335 2.661
02128000 2011 8 3 12 43200 0.000 276.283 0 35.773 22.091 2111.775 2.727
02128000 2011 8 4 12 43200 0.000 322.791 0 38.331 23.418 2190.232 2.971
02128000 2011 8 5 12 43200 0.000 322.405 0 37.335 23.801 2249.587 2.812
02128000 2011 8 6 12 43200 0.517 265.920 0 36.167 23.777 2698.122 2.656
02128000 2011 8 7 12 43200 10.357 238.339 0 35.212 23.432 2835.477 2.553
02128000 2011 8 8 12 43200 6.751 212.607 0 36.260 23.855 2747.589 2.662
02128000 2011 8 9 12 43200 2.499 210.759 0 37.205 23.450 2683.155 2.820
02128000 2011 8 10 12 43200 77.983 220.897 0 28.374 23.618 3001.701 1.503
02137727 2011 8 1 12 43200 2.427 332.350 0 30.948 18.700 1977.068 2.318
02137727 2011 8 2 12 43200 0.000 316.774 0 32.226 18.726 1727.462 2.473
02137727 2011 8 3 12 43200 0.000 326.649 0 33.040 20.116 1921.068 2.484
02137727 2011 8 4 12 43200 0.000 327.890 0 33.724 20.482 1934.539 2.545
02137727 2011 8 5 12 43200 4.532 264.717 0 32.344 21.449 2276.193 2.297
02137727 2011 8 6 12 43200 13.913 268.898 0 32.155 20.157 2383.024 2.369
02137727 2011 8 7 12 43200 5.817 261.670 0 29.792 20.337 2368.993 2.049
02137727 2011 8 8 12 43200 6.603 143.264 0 28.253 21.584 2354.726 1.715
02137727 2011 8 9 12 43200 8.144 250.814 0 31.783 19.957 2295.689 2.336
02137727 2011 8 10 12 43200 34.136 272.539 0 27.462 20.247 2559.130 1.737
02140991 2011 8 1 12 43200 0.231 333.499 0 30.878 18.046 1908.640 2.339
02140991 2011 8 2 12 43200 0.000 311.989 0 31.362 19.173 1686.019 2.325
02140991 2011 8 3 12 43200 0.000 326.558 0 33.084 20.366 1936.898 2.459
02140991 2011 8 4 12 43200 0.000 320.181 0 34.294 20.455 1973.710 2.604
02140991 2011 8 5 12 43200 4.726 275.814 0 32.005 21.516 2247.891 2.235
02140991 2011 8 6 12 43200 33.732 301.201 0 29.316 19.972 2513.281 2.005
02140991 2011 8 7 12 43200 5.841 256.233 0 32.016 20.301 2388.523 2.328
02140991 2011 8 8 12 43200 17.331 172.427 0 28.873 21.447 2426.370 1.810
02140991 2011 8 9 12 43200 18.896 254.291 0 31.211 20.187 2184.766 2.234
02140991 2011 8 10 12 43200 89.323 240.646 0 26.918 20.693 2598.986 1.603
02143000 2011 8 1 12 43200 0.244 329.899 0 31.779 19.890 2119.190 2.341
02143000 2011 8 2 12 43200 0.000 314.539 0 34.915 20.302 1850.209 2.705
02143000 2011 8 3 12 43200 0.000 322.776 0 33.980 21.710 2092.941 2.492
02143000 2011 8 4 12 43200 0.000 321.411 0 35.451 21.987 2122.682 2.663
02143000 2011 8 5 12 43200 0.062 312.784 0 34.804 22.520 2264.520 2.540
02143000 2011 8 6 12 43200 8.599 306.707 0 34.463 21.633 2530.949 2.560
02143000 2011 8 7 12 43200 0.671 293.000 0 34.288 22.055 2519.876 2.507
02143000 2011 8 8 12 43200 5.982 153.935 0 30.147 22.836 2527.394 1.864
02143000 2011 8 9 12 43200 2.644 258.732 0 34.300 21.559 2344.594 2.545
02143000 2011 8 10 12 43200 63.052 255.614 0 29.533 22.193 2811.390 1.840
02143040 2011 8 1 12 43200 1.446 329.516 0 31.783 20.474 2209.221 2.307
02143040 2011 8 2 12 43200 0.000 315.142 0 35.087 20.582 1912.744 2.719
02143040 2011 8 3 12 43200 0.000 323.104 0 33.809 22.123 2112.995 2.447
02143040 2011 8 4 12 43200 0.000 322.744 0 35.353 22.392 2155.141 2.631
02143040 2011 8 5 12 43200 0.004 317.454 0 35.084 22.741 2276.680 2.570
02143040 2011 8 6 12 43200 5.652 304.592 0 34.879 22.060 2547.182 2.593
02143040 2011 8 7 12 43200 0.079 292.488 0 34.582 22.587 2542.503 2.515
02143040 2011 8 8 12 43200 0.748 170.487 0 30.918 24.349 2478.858 1.821
02143040 2011 8 9 12 43200 1.832 278.726 0 34.393 21.792 2425.040 2.549
02143040 2011 8 10 12 43200 39.597 260.252 0 30.583 22.848 2807.872 1.935
02149000 2011 8 1 12 43200 2.920 330.672 0 31.283 19.731 2088.678 2.312
02149000 2011 8 2 12 43200 0.000 317.474 0 34.894 19.856 1835.503 2.756
02149000 2011 8 3 12 43200 0.000 325.097 0 34.140 21.193 1990.983 2.575
02149000 2011 8 4 12 43200 0.000 325.922 0 35.412 21.559 2001.789 2.713
02149000 2011 8 5 12 43200 0.698 291.197 0 33.776 22.331 2274.083 2.442
02149000 2011 8 6 12 43200 8.222 292.675 0 33.539 21.158 2428.308 2.499
02149000 2011 8 7 12 43200 1.506 257.391 0 32.254 21.470 2404.021 2.306
02149000 2011 8 8 12 43200 1.077 147.651 0 29.432 23.024 2401.517 1.752
02149000 2011 8 9 12 43200 4.816 249.611 0 32.852 21.000 2344.052 2.421
02149000 2011 8 10 12 43200 34.467 276.238 0 29.004 21.307 2686.054 1.871
02152100 2011 8 1 12 43200 1.500 329.625 0 31.683 20.350 2192.809 2.312
02152100 2011 8 2 12 43200 0.000 316.375 0 36.050 20.495 1919.225 2.854
02152100 2011 8 3 12 43200 0.000 323.875 0 34.160 21.992 2076.214 2.513
02152100 2011 8 4 12 43200 0.000 323.875 0 35.773 22.158 2125.546 2.712
02152100 2011 8 5 12 43200 0.000 316.375 0 35.150 22.650 2289.480 2.595
02152100 2011 8 6 12 43200 5.900 306.625 0 34.850 21.777 2524.833 2.619
02152100 2011 8 7 12 43200 0.000 290.500 0 34.750 22.308 2516.060 2.567
02152100 2011 8 8 12 43200 0.400 168.875 0 31.065 24.062 2465.349 1.884
02152100 2011 8 9 12 43200 2.500 283.750 0 34.350 21.599 2406.829 2.566
02152100 2011 8 10 12 43200 34.160 264.000 0 30.482 22.626 2801.372 1.949
02177000 2011 8 1 12 43200 0.297 311.216 0 29.622 19.656 2133.520 2.150
02177000 2011 8 2 12 43200 0.129 328.582 0 34.167 19.498 1872.366 2.749
02177000 2011 8 3 12 43200 0.000 331.643 0 32.528 21.088 1840.014 2.426
02177000 2011 8 4 12 43200 0.000 332.628 0 32.707 20.691 1953.099 2.480
02177000 2011 8 5 12 43200 14.596 318.191 0 29.775 21.657 2470.005 1.991
02177000 2011 8 6 12 43200 4.956 273.829 0 32.407 20.540 2368.569 2.451
02177000 2011 8 7 12 43200 23.876 271.470 0 29.888 20.414 2496.539 2.122
02177000 2011 8 8 12 43200 15.098 170.383 0 27.812 20.673 2470.002 1.802
02177000 2011 8 9 12 43200 26.668 271.763 0 29.465 19.995 2528.838 2.100
02177000 2011 8 10 12 43200 19.307 313.062 0 28.006 20.778 2529.280 1.820
02178400 2011 8 1 12 43200 0.900 303.250 0 29.450 18.650 2158.323 2.199
02178400 2011 8 2 12 43200 0.200 333.875 0 33.850 18.195 1865.766 2.778
02178400 2011 8 3 12 43200 0.000 333.125 0 31.560 19.992 1780.135 2.374
02178400 2011 8 4 12 43200 0.000 333.125 0 31.350 19.358 1985.336 2.393
02178400 2011 8 5 12 43200 20.000 320.125 0 28.775 20.450 2518.406 1.958
02178400 2011 8 6 12 43200 9.300 271.375 0 31.897 19.277 2384.380 2.468
02178400 2011 8 7 12 43200 15.380 283.500 0 30.033 19.608 2418.058 2.202
02178400 2011 8 8 12 43200 18.900 188.375 0 28.950 19.962 2421.025 2.027
02178400 2011 8 9 12 43200 27.300 298.000 0 27.911 19.099 2472.645 1.960
02178400 2011 8 10 12 43200 21.080 314.250 0 26.321 19.926 2495.460 1.653
02193340 2011 8 1 12 43200 13.000 280.794 0 33.406 23.055 2755.670 2.482
02193340 2011 8 2 12 43200 0.000 330.268 0 38.169 22.104 2093.306 3.226
02193340 2011 8 3 12 43200 0.000 327.101 0 36.198 23.011 2095.118 2.889
02193340 2011 8 4 12 43200 0.000 327.434 0 36.882 24.363 2203.609 2.878
02193340 2011 8 5 12 43200 0.000 318.947 0 37.364 24.564 2315.480 2.932
02193340 2011 8 6 12 43200 3.834 216.575 0 37.707 23.982 2700.298 3.028
02193340 2011 8 7 12 43200 2.515 257.065 0 36.083 24.713 2729.561 2.729
02193340 2011 8 8 12 43200 0.581 259.731 0 36.002 23.891 2730.484 2.789
02193340 2011 8 9 12 43200 24.405 267.789 0 29.963 23.909 2854.832 1.842
02193340 2011 8 10 12 43200 6.991 269.965 0 35.024 23.731 2752.622 2.660
02196000 2011 8 1 12 43200 25.314 319.323 0 34.340 23.490 2645.274 2.576
02196000 2011 8 2 12 43200 0.000 318.749 0 37.771 22.491 2040.509 3.141
02196000 2011 8 3 12 43200 0.000 327.611 0 38.753 23.818 2049.191 3.183
02196000 2011 8 4 12 43200 0.000 328.078 0 37.427 24.971 2160.192 2.902
02196000 2011 8 5 12 43200 0.000 294.217 0 37.548 24.898 2267.039 2.926
02196000 2011 8 6 12 43200 1.648 213.224 0 37.925 24.571 2574.812 3.008
02196000 2011 8 7 12 43200 3.903 212.922 0 37.172 24.578 2724.998 2.898
02196000 2011 8 8 12 43200 3.051 226.572 0 37.385 24.573 2686.020 2.929
02196000 2011 8 9 12 43200 9.397 266.005 0 33.065 23.479 2736.641 2.387
02196000 2011 8 10 12 43200 2.048 224.931 0 35.706 23.563 2772.915 2.769
02198100 2011 8 1 12 43200 33.189 228.820 0 34.304 24.301 2813.660 2.564
02198100 2011 8 2 12 43200 1.498 320.066 0 36.876 24.195 2319.165 2.966
02198100 2011 8 3 12 43200 0.000 327.320 0 36.645 25.090 2217.166 2.851
02198100 2011 8 4 12 43200 0.000 324.906 0 37.573 26.058 2244.275 2.904
02198100 2011 8 5 12 43200 0.000 314.269 0 37.899 26.247 2317.161 2.938
